turkid,avg_learning_time,total_learning_time,name_manipulated,is_manipulated,name,sd_manipulated,value_id,value
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,15,25
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,16,25
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,17,27
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,18,27
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,19,27
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,20,29
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,21,29
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,22,29
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,23,31
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,24,33
A3CH1Z6J9R38G9,1.3580784313725487,70.62007843137253,Pillow,False,Blanket,Low,25,35
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,0,15
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,1,17
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,2,19
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,3,23
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,4,25
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,5,25
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,6,25
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,7,25
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,8,27
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,9,29
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,10,29
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,11,33
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,12,33
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,13,33
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,14,35
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,15,35
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,16,37
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,17,37
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,18,37
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,19,39
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,20,39
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,21,39
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,22,39
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,23,41
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,24,41
AK9XE112RZO6Q,2.0388823529411764,106.02188235294118,Blanket,True,Blanket,High,25,45
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,0,17
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,1,17
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,2,17
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,3,19
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,4,19
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,5,21
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,6,21
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,7,21
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,8,23
A3T1KRG2ENHASZ,0.6752745098039216,35.11427450980392,Blanket,False,Pillow,Low,9,23
